[header]
width=25
height=40
tilewidth=16
tileheight=16
orientation=orthogonal

[tilesets]
tileset=../Images/tiles_spritesheet.png,16,16,0,0

[layer]
type=Tile Layer 1
data=
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,
119,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,119,
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,119,
119,0,0,10,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,119,
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,119,
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,
119,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,119,
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,
119,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,10,119,
119,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,
119,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,119,
119,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,119,
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,
119,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,
119,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,119,
119,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,119,
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,
119,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,119,
119,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,10,10,0,0,0,0,119,
119,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,119,
119,10,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,119,
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,
119,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,119,
119,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,119,
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,119,
119,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,119,
119,0,0,0,0,0,10,10,0,0,0,0,0,0,0,10,10,0,0,0,0,0,10,10,119,
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,119,
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,119,
119,0,0,0,10,10,0,0,0,10,10,0,0,0,0,0,0,0,0,10,10,0,0,0,119,
119,10,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,10,10,0,0,0,0,119,
119,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,119,
119,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,119,
119,0,0,10,10,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,10,0,0,119,
119,0,0,0,10,10,0,0,0,10,10,0,0,0,10,10,0,0,0,0,0,0,0,0,119,
119,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,
119,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,10,0,0,10,10,0,0,119,
119,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,119,
119,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,
119,0,0,0,0,0,0,0,0,10,10,10,10,10,10,0,0,0,0,10,0,0,72,0,119

[Object Layer 1]
# player1
type=player
location=12,38,1,1

