[header]
width=60
height=20
tilewidth=16
tileheight=16
orientation=orthogonal

[tilesets]
tileset=../Images/tilesprite.png,16,16,0,0

[layer]
type=Tile Layer 1
data=
230,0,246,0,0,0,0,0,0,242,216,216,216,216,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,231,213,0,0,0,214,218,
230,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,247,229,0,0,0,230,218,
230,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,135,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,246,218,
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,223,223,151,152,0,0,0,202,223,223,223,223,223,223,223,223,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,
0,0,0,206,206,0,0,0,0,0,0,0,0,118,120,119,223,239,223,223,223,223,223,223,203,239,239,239,239,239,239,239,239,221,118,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,
0,0,0,0,0,0,0,0,0,202,223,223,223,223,223,223,203,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,223,223,223,223,223,223,223,223,223,223,0,135,136,0,0,0,0,0,0,0,0,0,0,0,0,218,
0,0,0,0,0,0,0,0,0,218,239,239,239,239,239,239,239,239,255,255,255,255,255,255,255,255,255,255,255,255,255,255,235,239,239,239,239,239,239,239,239,239,239,239,223,151,152,0,0,0,0,0,0,206,206,0,0,0,0,218,
0,206,206,0,0,0,0,0,0,218,255,255,255,255,255,255,255,255,194,215,197,0,0,0,0,0,0,0,0,0,0,246,234,255,255,255,255,255,255,235,239,239,239,239,223,223,223,223,223,223,223,223,223,223,223,0,0,0,0,218,
0,0,0,0,206,0,206,0,0,218,0,0,0,0,0,0,0,0,210,231,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,234,255,255,255,235,239,239,239,239,239,239,239,239,239,239,239,223,0,0,0,218,
0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,226,247,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,234,255,255,255,255,255,255,255,255,255,235,239,205,0,0,0,218,
223,223,223,223,223,0,0,0,0,218,0,0,0,202,223,223,223,223,223,0,246,0,0,0,0,0,0,0,135,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,218,239,205,0,0,250,219,
239,239,239,239,223,223,0,0,0,218,0,0,0,218,0,0,0,0,0,0,206,206,206,0,0,202,223,223,151,152,0,0,0,0,0,0,0,0,0,206,0,0,206,0,0,0,0,0,0,0,0,0,0,218,239,205,0,0,0,218,
239,239,239,239,239,223,0,0,0,218,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,218,249,223,223,223,223,223,223,223,223,223,223,223,223,223,0,0,0,0,0,0,0,0,0,0,0,0,0,218,239,205,0,0,0,218,
239,239,239,239,239,223,0,0,0,218,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,218,239,239,239,239,239,239,239,239,239,239,239,239,239,224,0,0,0,0,0,0,0,0,0,0,0,0,0,234,255,255,206,0,0,218,
239,239,239,239,239,223,0,0,0,218,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,218,239,239,239,239,239,239,239,239,239,239,239,239,239,224,0,0,0,0,223,223,223,223,223,223,0,0,0,0,0,0,0,0,117,218,
239,239,239,239,239,223,118,120,119,218,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,218,239,239,239,239,239,239,239,239,239,239,239,239,239,223,223,223,223,223,217,239,239,239,239,224,0,117,0,0,0,0,0,202,223,203,
239,239,239,239,239,223,223,223,223,223,0,0,0,218,0,0,0,98,0,0,0,135,136,202,223,217,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,223,223,223,223,0,0,135,136,218,239,239,
239,239,239,239,239,239,239,239,239,207,117,117,117,218,0,0,0,114,0,0,0,151,152,218,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,221,0,0,151,152,218,239,239,
239,239,239,239,239,239,239,239,239,223,223,223,223,223,223,223,223,223,223,223,223,223,223,217,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,223,223,223,223,223,217,239,239,
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239

